-1.570796326794896558e+00,-2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.570796326794896558e+00,-1.570796326794896558e+00,-7.853981633974482790e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.569163358001631536e+00,-1.958794899617229690e-01,1.743255795135964211e-04,5.563007392492187037e-02,1.552543202609422135e+00,-1.534286481086377218e+00,-8.220731786875616898e-01,-2.606076508635174829e-02,-1.000000000000000056e-01,1.000000000000000056e-01,-7.996627362138696016e-02,6.709115918644238674e-02,0.000000000000000000e+00
-1.567472856212319243e+00,-1.917825302184747172e-01,5.279741419170523933e-04,1.079385040272232282e-01,1.534076091461644475e+00,-1.498206321882398662e+00,-8.586350600530548993e-01,-4.938964853060127946e-02,-2.000000000000000111e-01,2.000000000000000111e-01,-1.663133338311474640e-01,1.259362514916093356e-01,0.000000000000000000e+00
-1.565706247734173440e+00,-1.877166467512198511e-01,1.045409352810078209e-03,1.571835111921833228e-01,1.515466326881920844e+00,-1.462643378862507948e+00,-8.949037382998811241e-01,-7.019222088259353953e-02,-3.000000000000000444e-01,3.000000000000000444e-01,-2.580900100185077872e-01,1.768842688548904474e-01,0.000000000000000000e+00
-1.563849225201207505e+00,-1.836876953365450538e-01,1.711692820820140057e-03,2.036121609092299278e-01,1.496781013469578481e+00,-1.427675166827373943e+00,-9.307282590912034914e-01,-8.867320576112899810e-02,-4.000000000000000222e-01,4.000000000000000222e-01,-3.544321216989376189e-01,2.203355318951463748e-01,0.000000000000000000e+00
-1.561886979334780712e+00,-1.797016915342938004e-01,2.511108312258817938e-03,2.474564597002959776e-01,1.478082461207645526e+00,-1.393369222104569261e+00,-9.659836699534534166e-01,-1.050308006600548238e-01,-5.000000000000000000e-01,5.000000000000000000e-01,-4.544321216989376522e-01,2.567174553836284456e-01,0.000000000000000000e+00
-1.559720187286789406e+00,-1.757965721442437124e-01,3.394004314444966537e-03,2.889310965482818072e-01,1.459427871076966365e+00,-1.359783536013111416e+00,-1.000567822705106691e+00,-1.194530491555813589e-01,-5.999999999999999778e-01,5.999999999999999778e-01,-5.544321216989376300e-01,2.864677763540165456e-01,0.000000000000000000e+00
-1.557362477027179004e+00,-1.719675586014458302e-01,4.356220239338972310e-03,3.282284068641675434e-01,1.440868933031270060e+00,-1.326967292493087092e+00,-1.034398162053685288e+00,-1.321146260104237302e-01,-6.999999999999999556e-01,6.999999999999999556e-01,-6.544321216989376078e-01,3.100283279371729428e-01,0.000000000000000000e+00
-1.554827088763866438e+00,-1.682100241033995247e-01,5.393513465750034847e-03,3.655242712252472215e-01,1.422452589511482790e+00,-1.294962364760772200e+00,-1.067408400482990016e+00,-1.431776752312412804e-01,-7.999999999999999334e-01,7.999999999999999334e-01,-7.544321216989375856e-01,3.278283716108284507e-01,0.000000000000000000e+00
-1.552126756322565360e+00,-1.645195318482542968e-01,6.501671448971886244e-03,4.009786078937068177e-01,1.404221120357743047e+00,-1.263803811648098518e+00,-1.099546306610402535e+00,-1.527915497556275870e-01,-8.999999999999999112e-01,8.999999999999999112e-01,-8.544321216989375634e-01,3.402807514086493290e-01,0.000000000000000000e+00
-1.549273644882553702e+00,-1.608918530023492055e-01,7.676578524666403947e-03,4.347362240447767423e-01,1.386212308909511970e+00,-1.233520422182347032e+00,-1.130771723319687228e+00,-1.610930514085601728e-01,-9.999999999999998890e-01,9.999999999999998890e-01,-9.544321216989375412e-01,3.477798752482741396e-01,0.000000000000000000e+00
-1.546500858129909117e+00,-1.574103390970105210e-01,8.997721186875182187e-03,4.669278660950337279e-01,1.368459661038937014e+00,-1.204135261149479996e+00,-1.161054828741685085e+00,-1.682069850943172240e-01,-1.099999999999999867e+00,1.092817720545214977e+00,-1.054432121698937630e+00,3.507009305498529073e-01,0.000000000000000000e+00
-1.543824517707541366e+00,-1.540732391256298128e-01,1.046178762921632505e-02,4.976790664876472037e-01,1.350987965344273567e+00,-1.175687756086164493e+00,-1.190348170142199180e+00,-1.742494449423143688e-01,-1.199999999999999956e+00,1.178291534371004978e+00,-1.154432121698937719e+00,3.494049706820356871e-01,0.000000000000000000e+00
-1.541243717877085251e+00,-1.508724393500934791e-01,1.205951512576002894e-02,5.271034531155571745e-01,1.333820029455361045e+00,-1.148214512456973146e+00,-1.218611955850494200e+00,-1.793256969805167855e-01,-1.300000000000000044e+00,1.256792826498195792e+00,-1.254432121698937808e+00,3.442340156744412294e-01,0.000000000000000000e+00
-1.538757388893254863e+00,-1.478000979239287582e-01,1.378209208402045999e-02,5.553033063112069456e-01,1.316977102369468300e+00,-1.121748092939359065e+00,-1.245814717099725577e+00,-1.835308912355866073e-01,-1.400000000000000133e+00,1.328680417868755015e+00,-1.354432121698937896e+00,3.355122042008143457e-01,0.000000000000000000e+00
-1.536364331896537427e+00,-1.448486298827163787e-01,1.562112878434516669e-02,5.823706673935196143e-01,1.300478839372568363e+00,-1.096317281686587819e+00,-1.271932138473452545e+00,-1.869509806766653792e-01,-1.500000000000000222e+00,1.394300978209360276e+00,-1.454432121698937985e+00,3.235473377004768336e-01,0.000000000000000000e+00
-1.534063244451576047e+00,-1.420106909203990020e-01,1.756862780703370708e-02,6.083883729534117490e-01,1.284343276938292533e+00,-1.071947275219823803e+00,-1.296946096107672641e+00,-1.896635971088969641e-01,-1.600000000000000311e+00,1.453989615038599581e+00,-1.554432121698938074e+00,3.086322973667559588e-01,0.000000000000000000e+00
-1.531852739305089139e+00,-1.392791615666374716e-01,1.961695572027894949e-02,6.334310060872486714e-01,1.268586811223368027e+00,-1.048659808402980564e+00,-1.320843871549389537e+00,-1.917388687615780851e-01,-1.700000000000000400e+00,1.508070531419589244e+00,-1.654432121698938163e+00,2.910463100511191392e-01,0.000000000000000000e+00
-1.529731358317389489e+00,-1.366471327763353338e-01,2.175881696340679905e-02,6.575657624337746254e-01,1.253224176246883426e+00,-1.026473225226940400e+00,-1.343617512359108312e+00,-1.932401723859168974e-01,-1.800000000000000488e+00,1.556857680975466174e+00,-1.754432121698938252e+00,2.710560549531582097e-01,0.000000000000000000e+00
